AAII_QTR_DATA,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018
Current_Assets,,6760.0,,7194.0,,6599.0,,6453.0
Current_Liabilities,,4435.0,,4181.0,,3622.0,,4016.0
Diluted_EPS,,0.205,,0.225,,0.253,,0.332
Goodwill_Intangibles,,2142.0,,2079.0,,2072.0,,1716.0
Inventory,,2970.0,,2821.0,,2915.0,,2516.0
LT_Debt,0.0,3199.0,0.0,2296.0,0.0,2283.0,0.0,1525.0
Revenue,5167.0,10966.0,5208.0,11163.0,5274.0,10847.0,5554.0,10725.0
Shares_Diluted,,2273.0,,2320.0,,2318.0,,2434.0
Total_Assets,,12583.0,,11386.0,,10751.0,,10149.0
Total_Liabilities,,8478.0,,7036.0,,6460.0,,6091.0
