AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018
Current_Assets,1.1,1.1,1.0,1.8,1.3,1.1,0.8,1.0,0.9,0.9,0.8,0.8,0.8,0.0,0.0
Current_Liabilities,11.1,11.2,10.8,10.3,9.4,7.9,4.0,3.8,3.8,3.6,3.5,3.4,3.2,1.8,1.7
Diluted_EPS,-0.253,-0.22,-0.28,-3.627,-7.194,-0.454,-0.049,-0.052,-0.042,-0.004,0.0,-0.009000000000000001,0.006999999999999999,-0.004,-0.015
Goodwill_Intangibles,7.0,7.0,7.1,7.1,7.1,7.1,0.4,0.5,0.5,0.5,0.5,1.0,1.0,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0
Revenue,0.4,0.3,0.6,0.8,1.3,0.4,0.3,0.2,0.2,0.3,0.3,0.2,0.1,0.0,0.2
Shares_Diluted,4.2712,4.173,4.1728,0.4912,0.4862,3.7227,3.4122,3.4122,3.4122,27.298,27.298,27.298000000000002,27.298,27.298000000000002,
Total_Assets,8.8,8.8,8.6,9.1,8.7,8.4,1.8,2.1,2.1,2.1,2.1,2.6,2.7,0.0,0.0
Total_Liabilities,11.6,11.6,11.0,10.5,9.6,8.1,4.1,4.4,4.3,4.1,4.0,4.0,3.8,1.8,1.7
