AAII_QTR_DATA,03/27/2022,12/26/2021,09/30/2021,09/26/2021,06/30/2021,06/27/2021,03/31/2021,03/28/2021,12/27/2020,09/27/2020
Current_Assets,213.6,156.9,1.4,159.6,2.0,207.4,2.4,184.4,,
Current_Liabilities,121.2,120.8,0.2,144.8,0.1,107.4,0.0,85.8,,
Diluted_EPS,-0.125,-0.222,-0.259,0.081,0.08800000000000001,-0.094,-0.028999999999999998,-0.152,-0.309,-0.259
Goodwill_Intangibles,842.2,845.4,0.0,834.6,0.0,822.2,0.0,908.2,,
Inventory,10.1,10.4,0.0,9.5,0.0,8.3,0.0,7.7,,
LT_Debt,1263.1,1256.6,0.0,1206.1,0.0,1245.1,0.0,1231.8,0.0,0.0
Revenue,257.8,205.2,,181.0,0.0,159.1,0.0,112.2,74.0,49.9
Shares_Diluted,167.0952,165.3774,31.8546,165.3775,31.8546,165.3775,31.8546,165.3777,,
Total_Assets,1871.6,1841.2,256.3,1804.2,257.0,1782.2,257.5,1834.3,,
Total_Liabilities,1698.0,1653.6,32.6,1455.8,24.5,1452.1,27.8,1407.0,,
