AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,12/31/2019,09/30/2019
Current_Assets,272.1,309.0,341.8,397.3,394.8,411.8,294.5,57.0,,
Current_Liabilities,93.4,99.3,83.9,76.0,54.8,59.4,401.0,149.7,,
Diluted_EPS,-0.13,-0.238,-0.175,-0.09,-0.064,0.0,1.826,-0.461,-0.115,-0.036000000000000004
Goodwill_Intangibles,60.2,53.5,53.4,14.4,12.8,11.6,9.8,8.6,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,143.7,134.9,130.6,122.9,122.8,111.8,100.0,178.5,27.8,35.8
Shares_Diluted,63.9761,61.8004,59.6175,59.1914,59.1635,46.9553,52.2426,204.793,,
Total_Assets,346.6,376.7,408.7,421.0,414.7,428.8,308.6,68.6,,
Total_Liabilities,277.9,300.9,323.3,329.2,318.8,330.4,370.3,154.2,,
