AAII_QTR_DATA,07/02/2021,04/02/2021,12/31/2020,10/02/2020,07/03/2020,04/03/2020,12/31/2019,09/27/2019,06/28/2019,03/29/2019,12/31/2018,09/28/2018
Current_Assets,3229.9,3187.6,3184.1,3812.6,4144.4,4032.3,3020.0,3073.0,3064.2,3046.7,3167.8,3097.0
Current_Liabilities,1455.1,1730.0,1674.5,1803.1,1764.6,1736.1,1818.4,2001.6,1266.8,1317.5,1469.3,1314.7
Diluted_EPS,0.415,0.202,0.206,0.384,-0.003,-0.034,0.135,-0.148,0.244,0.273,0.394,0.38299999999999995
Goodwill_Intangibles,2079.7,2104.5,2132.4,2161.6,2191.2,2221.6,2249.7,2281.8,2330.5,1472.0,1498.9,1528.4
Inventory,1309.3,1295.5,1251.4,1281.2,1285.4,1251.9,1232.4,1240.7,1273.8,1225.2,1225.2,1200.6
LT_Debt,2907.1,2806.9,2959.7,3537.6,4044.8,4043.0,2876.5,2878.8,3550.8,2639.0,2627.6,2615.7
Revenue,1669.9,1481.7,1446.3,1317.3,1213.5,1277.9,1401.8,1381.8,1347.7,1386.6,1503.1,1541.7
Shares_Diluted,443.6,445.4,432.0,418.3,410.1,410.6,418.1,410.4,417.7,417.7,420.0,435.3
Total_Assets,8594.4,8630.4,8668.0,9254.0,9527.8,9420.8,8425.5,8522.3,8524.5,7564.3,7587.6,7409.8
Total_Liabilities,4810.0,5000.8,5129.5,5830.6,6291.7,6205.9,5123.8,5307.0,5250.2,4366.1,4416.0,4230.7
