AAII_QTR_DATA,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,202.6,221.6,122.2,145.2,153.9,153.2,200.0,52.8
Current_Liabilities,215.8,159.7,158.4,156.4,153.4,161.5,171.2,184.5
Diluted_EPS,-0.132,-0.105,-0.117,-0.004,0.005,-0.118,0.01,-0.012
Goodwill_Intangibles,71.3,72.4,73.5,74.3,75.8,76.9,78.8,79.9
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,207.1,265.0,163.4,161.9,160.9,160.0,156.6,6.4
Revenue,58.7,59.9,64.1,64.7,68.6,66.5,67.8,65.3
Shares_Diluted,44.391,44.272,44.196,44.136,44.378,43.527,42.594,42.377
Total_Assets,692.0,703.1,600.5,606.4,606.1,587.1,602.9,438.7
Total_Liabilities,607.9,615.1,508.2,511.5,511.7,494.7,475.0,329.1
