AAII_QTR_DATA,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018
Current_Assets,4.4,3.2,2.1,1.4,1.9,0.4,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,11.2,9.2,4.4,4.5,2.5,0.6,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,-0.048,-0.096,-0.053,-0.334,-0.055,-0.059,-0.011,-0.001,0.0,0.0,0.0
Goodwill_Intangibles,0.1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Inventory,2.3,1.9,1.8,0.9,1.5,,,,,,
LT_Debt,0.0,0.4,4.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,4.1,2.6,0.6,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,26.795,26.4206,26.0906,25.6193,24.38,24.38,24.38,24.3961,24.38,24.38,24.38
Total_Assets,4.5,3.2,2.1,1.4,1.9,0.4,0.0,0.0,0.0,0.0,0.0
Total_Liabilities,11.2,9.6,8.4,6.4,2.5,0.6,0.0,0.0,0.0,0.0,0.0
