AAII_QTR_DATA,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,62.0,63.9,64.4,53.0,58.0,57.5,64.6,53.3
Current_Liabilities,26.4,22.5,27.7,24.6,29.5,29.6,35.7,29.5
Diluted_EPS,0.018,-0.173,-0.196,-0.028,-0.188,-0.194,0.323,0.095
Goodwill_Intangibles,24.7,25.5,26.6,29.8,30.7,31.7,32.5,33.4
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,36.7,44.6,36.6,35.6,32.6,29.7,21.6,17.5
Revenue,39.0,36.8,46.7,42.3,42.0,38.8,49.6,43.3
Shares_Diluted,22.716,22.488,22.459,22.77,22.763,22.61,24.31,24.207
Total_Assets,121.9,122.2,125.5,123.4,128.8,130.0,124.8,109.8
Total_Liabilities,71.0,74.2,72.4,67.5,70.5,68.8,58.5,47.7
