AAII_QTR_DATA,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,-0.044,0.032,-0.036,-0.159,-0.211,-0.186,-0.233,0.411
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,5.9,6.8,5.4,3.7,3.1,3.5,2.4,5.3
Shares_Diluted,13.1733,13.229,13.2298,13.2298,13.2298,13.2298,13.2298,13.2448
Total_Assets,145.9,147.8,147.9,148.4,152.3,155.7,158.1,159.8
Total_Liabilities,77.9,78.7,79.1,79.2,81.0,81.8,81.8,80.6
