AAII_QTR_DATA,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018
Current_Assets,9.1,9.8,9.5,10.1,7.2,6.6,6.9,7.5,7.5,7.6,5.3,4.6,4.0,4.8,5.4,5.9
Current_Liabilities,9.3,9.6,9.4,9.5,9.8,9.2,9.1,9.0,7.6,7.7,5.2,3.9,3.7,4.0,7.0,7.2
Diluted_EPS,-0.203,-0.038,-0.116,-0.398,-0.016,-0.063,-0.174,-0.015,-0.13699999999999998,0.078,-0.08800000000000001,-0.245,-0.239,-0.237,-0.275,-0.318
Goodwill_Intangibles,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Inventory,4.1,4.3,4.3,3.9,3.6,2.9,2.8,2.5,2.7,2.5,2.3,2.1,1.9,2.1,2.2,1.8
LT_Debt,2.1,2.3,2.4,2.6,2.7,2.8,2.9,2.9,4.4,4.6,5.9,6.0,4.9,5.0,1.9,2.0
Revenue,1.8,2.2,1.5,1.4,1.4,1.2,0.7,1.4,1.6,1.5,1.6,1.6,1.7,1.6,1.0,2.0
Shares_Diluted,4.517,4.49,4.46,4.612,4.06,4.033,4.013,4.266,3.738,4.4860000000000015,3.595,3.592,3.589,3.5789999999999997,3.56,3.562
Total_Assets,16.4,17.7,17.5,18.2,15.6,15.1,13.9,14.6,14.7,14.9,12.7,11.7,11.2,12.4,13.2,14.3
Total_Liabilities,13.0,13.5,13.3,13.7,14.1,13.5,12.1,12.1,12.1,12.5,11.3,9.9,8.6,9.0,9.0,9.2
