AAII_QTR_DATA,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,-4.335,-0.757,-0.056,-1.159,-0.98,-0.215,-0.821,-0.146
Goodwill_Intangibles,1417.0,1969.1,2091.7,1813.2,1886.9,2081.5,1960.5,2098.3
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,9211.1,9453.3,9386.8,8666.1,8739.7,10712.8,8975.4,9868.0
Revenue,372.4,507.5,552.4,652.5,573.4,548.1,556.1,598.7
Shares_Diluted,471.253,479.106,480.116,479.776,479.228,478.874,484.366,484.754
Total_Assets,16183.5,19160.1,19832.2,22124.0,22658.5,23221.0,22215.2,22305.3
Total_Liabilities,13443.8,14413.6,14616.1,16460.3,16296.8,16352.3,15209.2,14824.3
