AAII_QTR_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,288.1,197.0,228.9,248.7,280.9,249.3,260.2,292.7,211.0
Current_Liabilities,30.6,33.6,30.8,27.3,26.1,25.0,20.6,22.3,19.8
Diluted_EPS,-0.533,-0.821,-0.716,-0.616,-0.599,-0.918,-0.612,-0.653,-0.6890000000000001
Goodwill_Intangibles,0.1,0.2,0.2,0.2,0.2,0.3,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,0.3,0.4,0.7,0.3,0.3,0.3,0.3,0.3,2.0
Shares_Diluted,62.4476,52.2133,52.0938,52.0413,49.8597,44.6189,44.5378,43.6115,39.471
Total_Assets,349.7,294.2,317.1,310.5,337.7,303.5,314.6,346.1,264.4
Total_Liabilities,50.2,84.2,80.3,51.6,50.2,48.7,45.0,47.9,46.5
