AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020
Current_Assets,8.6,7.5,7.7,7.6,7.1,6.4,6.1,8.2
Current_Liabilities,8.7,6.8,6.1,5.6,5.5,5.0,5.5,6.2
Diluted_EPS,-0.087,-0.088,-0.073,-0.016,0.107,-0.036,-0.234,-0.183
Goodwill_Intangibles,1.2,1.2,1.3,1.3,1.4,1.4,1.4,1.5
Inventory,5.0,5.0,4.9,4.1,3.8,4.0,4.1,5.2
LT_Debt,1.6,1.6,1.6,1.5,1.5,3.1,2.6,2.8
Revenue,4.2,3.3,4.0,4.2,4.3,3.3,4.3,4.2
Shares_Diluted,13.317,13.126,12.736,12.227,15.254,11.65,10.291,9.771
Total_Assets,12.3,11.5,11.9,12.1,11.9,11.1,11.1,13.5
Total_Liabilities,10.8,9.1,8.6,8.4,8.4,9.6,9.9,10.9
