AAII_QTR_DATA,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,12/31/2019,09/30/2019,06/30/2019
Current_Assets,34.0,39.4,16.7,20.4,3.4,1.6,,,
Current_Liabilities,8.2,9.3,7.3,7.8,7.0,6.0,,,
Diluted_EPS,-0.262,-0.195,-0.187,-0.315,-0.103,-0.226,-0.155,-0.175,-0.285
Goodwill_Intangibles,3.2,3.3,3.0,2.9,3.0,3.2,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.1,0.4,1.3,1.3,0.0,0.0,0.0
Revenue,4.5,4.5,3.4,3.3,3.3,6.5,3.1,3.3,5.0
Shares_Diluted,20.8265,20.738,18.2105,19.8485,17.6667,17.6667,,,
Total_Assets,41.0,46.2,22.0,25.3,8.5,6.9,,,
Total_Liabilities,8.6,9.7,7.6,8.4,8.5,7.4,,,
