AAII_QTR_DATA,06/30/2021,03/31/2021,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018
Current_Assets,1.8,,1.0,0.7,0.5,0.5,0.5,0.5,0.5,0.5
Current_Liabilities,0.3,,0.5,0.3,0.1,0.1,0.1,0.1,0.0,0.1
Diluted_EPS,0.002,0.003,-0.002,0.0,0.0,0.0,-0.001,-0.001,-0.003,0.001
Goodwill_Intangibles,0.1,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Inventory,0.5,,0.3,0.2,0.2,0.2,0.1,0.1,0.2,0.1
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,0.7,0.6,0.6,0.4,0.3,0.3,0.4,0.4,0.3,0.4
Shares_Diluted,84.7391,,79.1386,79.1081,79.1081,79.1081,76.6469,76.5121,73.9978,71.3121
Total_Assets,2.0,,1.1,0.8,0.6,0.7,0.6,0.6,0.6,0.6
Total_Liabilities,0.4,,0.5,0.3,0.1,0.2,0.1,0.1,0.0,0.1
