AAII_QTR_DATA,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,3.3,1.6,1.5,1.7,4.6,4.4,4.3,2.8
Current_Liabilities,2.3,0.8,0.8,0.7,0.2,0.1,0.1,0.2
Diluted_EPS,,0.015,-0.065,-0.408,-0.054,-0.056,-0.348,-0.018
Goodwill_Intangibles,22.3,22.3,22.3,22.3,,,,
Inventory,0.6,0.7,0.5,0.3,,,,
LT_Debt,3.9,3.9,3.9,3.8,0.0,0.0,0.0,0.0
Revenue,2.2,1.5,1.3,0.4,,,,
Shares_Diluted,,6.4602,6.4621,4.3126,2.7267,2.5973,2.5796,2.4058
Total_Assets,27.8,25.9,25.8,26.0,6.5,6.6,6.2,2.8
Total_Liabilities,6.2,4.7,4.7,4.4,0.2,0.1,0.1,0.2
