AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,304.3,315.7,334.2,329.6,116.8,109.9,,,,1.0,1.2,1.5
Current_Liabilities,108.6,105.1,111.2,99.3,91.6,84.2,,,,0.9,0.6,0.1
Diluted_EPS,-0.054,-0.064,-0.043,-0.055,-0.201,-0.078,-0.14,-0.099,0.0,0.115,0.066,0.001
Goodwill_Intangibles,9.9,8.5,,,,,,,,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,55.7,50.3,53.8,53.9,45.3,38.8,46.1,39.8,33.0,,,0.0
Shares_Diluted,182.491,182.833,186.17,176.621,180.2726,180.2726,,,,44.56,44.8342,43.8557
Total_Assets,387.9,391.5,388.7,380.2,172.3,159.7,,,,354.1,353.0,351.6
Total_Liabilities,150.7,146.2,138.4,132.7,157.2,144.3,,,,14.1,34.7,13.3
