AAII_QTR_DATA,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,11000.2,9318.9,7761.6,6491.3,6187.1,4390.0,3219.8,2758.8,3528.6,3266.5,2111.9,2877.4
Current_Liabilities,5646.8,5561.1,4126.1,3825.7,3632.5,2004.7,1694.1,1644.9,2375.6,2183.6,1018.5,1863.5
Diluted_EPS,0.39,0.078,0.483,0.075,-0.026,-0.243,0.658,0.063,-0.016,-0.091,-0.068,0.040999999999999995
Goodwill_Intangibles,763.6,446.2,454.3,408.2,395.6,370.5,335.4,338.8,354.4,346.7,338.8,341.1
Inventory,58.8,63.8,61.1,70.4,55.4,54.7,47.7,44.7,29.4,26.7,28.6,25.3
LT_Debt,4841.3,2980.2,2586.9,1758.6,1778.4,1760.8,938.8,928.9,919.0,909.3,899.7,898.0
Revenue,4680.7,5057.3,3159.0,3033.9,1923.6,1381.1,1313.4,1266.5,1174.2,959.4,932.5,882.1
Shares_Diluted,522.578,501.353,609.103,488.069,440.117,434.94,594.587,466.099,423.305,419.289,413.984,474.915
Total_Assets,13815.7,11348.7,9869.6,8114.3,7812.3,6003.9,4551.3,4000.5,4654.0,4402.6,3281.0,3973.4
Total_Liabilities,11126.8,9034.3,7188.0,6051.4,5886.0,4195.9,2836.2,2750.7,3469.5,3281.0,2160.5,2851.2
