AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,63.3,80.8,84.3,77.2,81.2,53.8,27.1,30.2,30.9,26.9,24.3,9.7
Current_Liabilities,53.6,55.1,51.2,33.7,26.9,23.3,6.3,4.0,3.6,3.0,2.6,2.4
Diluted_EPS,-0.272,-0.134,-0.222,-0.064,-0.01,0.102,-0.436,0.015,-0.255,-0.011,0.057,-0.561
Goodwill_Intangibles,143.9,149.7,152.2,148.8,80.4,76.0,1.4,1.4,1.4,1.4,1.2,1.7
Inventory,28.1,32.5,31.1,26.6,17.7,14.8,8.4,11.2,11.2,10.3,5.5,7.0
LT_Debt,16.5,17.7,18.2,17.3,13.0,12.0,0.8,0.8,0.9,0.9,0.9,0.9
Revenue,23.8,23.6,20.0,14.4,19.9,8.8,4.9,5.9,3.8,1.3,2.5,2.3
Shares_Diluted,68.634,70.588,57.963,66.63,57.2075,44.215,44.4361,44.7493,37.509,36.4357,36.4358,3.0707
Total_Assets,255.3,281.1,287.4,275.4,200.0,166.3,38.1,39.7,39.2,34.7,30.9,15.2
Total_Liabilities,77.7,85.0,86.2,65.8,57.7,49.9,27.0,11.6,12.2,8.5,6.2,12.3
