AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,1.0,1.8,2.5,0.3,2.9,5.1,6.4,7.5,8.0,8.1,5.9,7.1,8.8,11.3
Current_Liabilities,1.1,1.1,,4.0,1.0,0.9,0.8,0.9,0.9,1.4,1.1,1.1,1.5,2.1
Diluted_EPS,,,,,-263.259,-201.444,-727.223,-134.804,-4.9719999999999995,-1.4409999999999998,-10.002,-2.717,-0.461,-3.6430000000000002
Goodwill_Intangibles,0.2,0.2,0.2,0.2,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,,,,,0.0063,,0.0021,0.0036,0.5602,0.5602,0.5316,0.5602,0.5602,0.4432
Total_Assets,1.3,2.0,2.8,0.5,3.5,5.8,7.1,8.2,8.7,8.9,6.7,8.1,9.9,12.4
Total_Liabilities,2.2,2.2,2.6,5.4,1.8,1.4,1.3,1.7,1.8,2.0,2.1,2.2,2.9,5.4
