AAII_QTR_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.236,0.202,0.084,0.081,0.081,0.132,0.124,0.125,0.126,0.135,0.135
Goodwill_Intangibles,15.3,15.4,15.5,15.6,15.7,15.8,15.9,16.0,16.1,16.2,16.3
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,20.0,21.7,20.4,20.3,20.4,21.0,20.8,20.2,20.1,20.2,19.6
Shares_Diluted,24.5436,24.7609,24.9457,24.9276,25.6179,25.9429,25.9694,26.1602,27.1532,28.3916,28.936999999999998
Total_Assets,2463.5,2365.9,2486.8,2434.9,2190.3,2181.5,2173.7,2127.1,2115.7,2118.8,2150.5
Total_Liabilities,2240.7,2139.2,2256.6,2205.4,1962.5,1949.5,1941.7,1897.4,1888.4,1881.8,1909.2
