AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020
Current_Assets,161.6,169.0,0.3,0.7,0.9,1.3,1.8,0.2
Current_Liabilities,295.5,284.8,4.3,0.8,0.5,0.3,0.5,0.2
Diluted_EPS,-0.057,-0.284,-0.056,0.089,-0.541,0.282,-0.148,-0.002
Goodwill_Intangibles,21.2,21.2,,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Revenue,83.7,82.1,,,,,,
Shares_Diluted,52.4,42.312,21.5625,21.5625,21.5625,21.5625,19.5838,21.5625
Total_Assets,432.2,390.6,176.3,176.6,176.9,177.3,177.7,0.2
Total_Liabilities,413.8,376.6,26.7,25.8,28.0,16.7,23.2,0.3
