AAII_QTR_DATA,03/31/2021,09/30/2020,03/31/2020,09/30/2019,03/31/2019,09/30/2018,03/31/2018,09/30/2017,03/31/2017
Current_Assets,89.0,64.8,56.3,58.9,63.6,64.3,57.7,54.5,37.2
Current_Liabilities,37.3,40.9,32.1,34.6,34.9,39.1,40.7,39.8,30.5
Diluted_EPS,-0.03,-0.055,0.005,0.257,0.232,0.239,0.277,0.251,0.28600000000000003
Goodwill_Intangibles,5.9,0.9,0.9,0.9,1.0,0.9,1.6,0.5,0.4
Inventory,22.0,21.7,18.5,20.8,20.3,17.8,12.4,10.0,10.8
LT_Debt,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,42.2,46.7,40.2,32.3,31.5,28.3,26.6,24.4,20.6
Shares_Diluted,19.2433,16.558,16.558,16.5754,16.528,14.0832,13.1758,11.7807,10.1667
Total_Assets,116.3,86.5,76.5,78.4,76.5,76.4,66.3,61.2,43.5
Total_Liabilities,36.8,41.5,32.4,34.9,35.2,39.4,40.9,40.0,30.6
