AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
Current_Assets,124.4,151.8,178.7,210.4,0.4,0.5,0.7,0.9,1.0,1.1,1.3
Current_Liabilities,23.2,31.6,30.5,27.4,4.8,4.1,2.2,1.9,0.4,0.4,0.3
Diluted_EPS,-0.222,-0.173,0.047,-0.67,-3.183,-0.332,-0.359,-0.065,-0.23199999999999998,0.135,-0.213
Goodwill_Intangibles,11.6,11.7,11.9,12.2,,,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,72.4,71.9,71.4,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,15.1,13.9,11.5,7.9,14.7,,,,,,
Shares_Diluted,118.112,115.479,114.957,69.975,64.136,38.8194,39.5313,30.1603,39.5313,39.5313,35.9438
Total_Assets,261.1,287.3,305.8,323.7,318.4,318.5,318.8,318.9,319.3,319.5,318.2
Total_Liabilities,117.6,120.4,126.1,170.9,63.2,61.6,49.0,12.9,11.4,11.6,33.2
