AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,9.2,15.3,18.2,14.0,16.5,19.9,22.6,19.0,27.7,17.9,22.1,26.3,24.2,,9.8,12.1,
Current_Liabilities,22.4,30.4,29.2,6.3,13.4,13.4,15.7,18.1,11.8,4.8,3.1,3.0,2.4,,2.2,2.1,
Diluted_EPS,-0.833,-0.695,-0.581,-0.059,-0.249,-0.291,-0.811,-0.337,-0.222,-0.429,-0.396,-0.214,-0.875,-0.414,-0.6890000000000001,-0.228,-0.335
Goodwill_Intangibles,33.6,58.7,75.9,60.3,54.6,53.1,53.2,60.6,27.7,23.1,,,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,6.8,2.1,4.1,3.8,1.2,1.1,3.9,5.5,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,6.1,7.0,6.6,5.1,4.9,4.0,4.1,3.7,3.0,3.1,3.3,3.2,3.6,2.3,4.9,2.3,10.5
Shares_Diluted,35.4778,31.6058,29.6303,26.4424,24.5302,22.2091,15.0572,14.0584,13.5409,12.4697,10.9588,10.8791,6.6515,,5.9327,7.4313,
Total_Assets,43.2,74.3,94.5,74.5,76.5,74.3,77.2,81.3,58.5,41.3,22.4,26.3,24.2,,9.8,12.1,
Total_Liabilities,30.2,33.6,34.5,10.1,14.6,14.6,19.6,23.6,26.7,9.5,3.1,3.0,2.4,,2.2,2.1,
