AAII_QTR_DATA,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,858.7,832.0,825.3,896.4,933.1,947.1,1138.2,1192.1,1646.0,873.6
Current_Liabilities,157.3,141.2,125.9,161.4,149.1,123.4,121.1,95.1,540.7,174.8
Diluted_EPS,-0.176,-0.363,-0.331,-0.062,-0.564,-0.594,-0.612,-0.666,13.649,0.266
Goodwill_Intangibles,333.9,337.9,338.9,343.9,350.4,355.8,236.9,211.5,239.3,243.4
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.3
Revenue,119.8,104.7,99.4,105.7,102.2,90.1,82.5,78.3,80.0,64.8
Shares_Diluted,66.523,66.01,65.57,66.977,67.473,67.684,68.906,68.3,77.398,77.44800000000002
Total_Assets,1259.5,1238.6,1233.9,1301.9,1343.9,1363.2,1439.3,1472.9,1927.5,1187.8
Total_Liabilities,201.0,187.8,175.6,214.4,201.3,176.9,167.1,142.1,567.9,427.1
