AAII_QTR_DATA,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,158.6,146.6,140.9,125.0,116.4,99.4,97.9,85.9,95.3,93.3,107.5,111.0,111.1,125.0,118.3,110.1
Current_Liabilities,75.2,67.8,73.8,70.9,55.3,41.2,42.9,34.6,38.9,41.7,45.2,39.9,42.8,50.4,45.7,42.2
Diluted_EPS,0.129,0.111,0.113,0.007,0.053,0.081,0.074,0.057,0.07,0.066,0.17,0.033,-0.121,-0.605,0.066,-0.103
Goodwill_Intangibles,113.6,114.7,115.3,116.6,38.3,39.0,39.7,40.3,41.0,41.7,42.3,43.0,43.7,44.4,65.3,
Inventory,78.4,72.0,67.9,58.9,40.4,34.8,37.4,38.8,43.6,43.3,43.1,43.5,51.6,54.1,49.6,51.0
LT_Debt,82.7,84.4,76.2,69.7,1.6,1.6,1.7,1.8,7.9,10.4,23.2,39.5,43.8,48.4,46.2,45.4
Revenue,110.1,111.1,106.4,97.0,72.2,76.4,70.0,63.5,71.0,82.4,88.7,81.5,72.8,89.5,85.0,83.4
Shares_Diluted,28.083,28.067,27.743,27.704,27.727,27.36,26.968,26.623,26.623,26.534,26.29300000000001,26.186999999999998,26.131999999999998,26.083000000000002,26.365,25.959
Total_Assets,312.6,303.5,299.6,286.8,197.1,181.3,181.8,172.3,182.2,187.4,203.5,201.1,208.7,225.1,235.5,229.5
Total_Liabilities,170.0,164.6,164.2,155.7,66.0,52.0,54.4,46.6,57.5,63.4,80.4,81.2,88.5,100.8,94.5,90.3
