AAII_QTR_DATA,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,2901.7,2813.2,3365.9,2654.7,2551.8,2472.6,2918.7,2733.3,2701.8,2235.5,2087.6,2216.5
Current_Liabilities,1621.5,1602.7,1855.4,1437.9,1437.0,1461.6,1634.0,1450.7,1481.4,1744.4,1378.4,1513.7
Diluted_EPS,0.16,-0.164,1.338,0.757,-2.217,0.035,1.908,2.458,1.246,0.622,1.092,1.893
Goodwill_Intangibles,1000.8,1008.5,1020.3,912.7,895.8,975.6,1001.4,897.3,930.9,923.6,941.7,961.1
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,1176.4,1143.0,1437.6,1132.6,1100.6,1083.6,1090.9,1067.7,1096.7,412.9,598.0,650.1
Revenue,714.7,652.7,706.6,664.4,527.8,583.9,693.7,787.0,691.9,577.5,649.4,714.5
Shares_Diluted,54.0088,52.7628,52.5021,53.202,52.2345,54.7793,55.7889,55.9721,54.7025,55.5769,54.9472,54.2639
Total_Assets,4439.1,4350.8,4926.7,4095.4,3961.5,4184.4,4657.7,4314.1,4333.3,3814.1,3321.2,3460.8
Total_Liabilities,2999.9,2945.4,3481.1,2789.7,2748.8,2894.9,3078.4,2868.5,2935.2,2526.3,2088.5,2282.0
