AAII_QTR_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,03/31/2019
Current_Assets,19.5,18.2,18.3,9.6,4.0,,
Current_Liabilities,39.3,35.7,28.5,26.1,12.5,,
Diluted_EPS,-0.572,-1.888,-0.737,-0.99,-0.441,-1.119,-0.08
Goodwill_Intangibles,6.0,6.1,6.4,6.4,6.9,,
Inventory,5.9,5.1,3.1,1.7,1.1,,
LT_Debt,2.5,2.7,2.7,2.6,2.1,0.0,0.0
Revenue,13.7,16.7,13.4,15.3,9.7,47.6,11.9
Shares_Diluted,6.1112,6.677,5.7368,5.0,5.0,,
Total_Assets,29.3,26.2,29.3,19.9,14.1,,
Total_Liabilities,44.7,39.5,32.5,30.1,16.2,,
