AAII_QTR_DATA,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,3.6,2.7,3.0,3.4,3.4,3.6,4.8,3.4,8.2
Current_Liabilities,5.7,5.4,5.0,5.7,5.8,6.6,6.7,5.1,7.0
Diluted_EPS,-0.032,-0.023,0.014,0.016,-0.258,-0.117,-0.051,-0.129,-0.052000000000000005
Goodwill_Intangibles,20.9,21.1,21.3,21.5,21.7,21.9,22.1,22.2,22.4
Inventory,0.9,0.8,0.9,1.3,1.5,1.2,1.2,0.9,1.3
LT_Debt,8.5,8.9,9.3,9.7,10.1,12.4,13.4,13.7,13.6
Revenue,2.6,2.5,3.7,4.0,4.4,4.5,4.2,4.0,4.4
Shares_Diluted,34.2521,30.3374,30.1532,29.8857,29.7133,29.2342,25.9959,25.0542,24.6568
Total_Assets,24.8,24.2,24.4,25.0,25.3,37.9,39.4,38.1,43.3
Total_Liabilities,15.6,15.7,15.3,16.5,17.4,22.3,22.8,21.5,23.8
