AAII_QTR_DATA,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,172.4,173.6,184.4,102.9,106.5,114.6,114.2,109.9,110.2,63.7,68.2,68.5
Current_Liabilities,24.1,22.6,25.0,20.5,18.9,22.3,15.4,14.9,17.5,18.7,18.1,17.6
Diluted_EPS,-0.066,-0.141,-0.065,-0.103,-0.108,-0.13,-0.011,0.006,-0.11800000000000001,-0.095,-0.009000000000000001,-0.037000000000000005
Goodwill_Intangibles,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2
Inventory,1.1,1.0,1.0,0.7,0.7,0.7,0.4,0.4,0.7,0.6,0.6,0.8
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Revenue,25.5,18.0,21.0,18.4,15.0,14.7,18.7,21.9,12.3,15.6,16.1,16.9
Shares_Diluted,64.434,64.29,60.488,59.061,59.0,58.888,58.646,61.412,54.95399999999999,54.17,53.993,53.597
Total_Assets,212.3,212.2,221.6,138.0,141.8,149.5,149.1,146.2,146.8,101.1,79.3,78.6
Total_Liabilities,49.5,48.4,51.5,47.2,47.0,50.4,43.6,43.7,48.1,49.9,23.0,23.8
