AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,0.1,0.4,0.6,0.2,0.4,,,,
Current_Liabilities,1.5,2.8,2.0,0.1,0.1,,,,
Diluted_EPS,-0.012,-0.008,-0.013,-0.003,-0.003,-0.002,-0.001,0.0,0.0
Goodwill_Intangibles,0.8,0.6,0.6,0.3,0.2,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,0.2,0.3,0.2,0.1,0.0,0.0,,,
Shares_Diluted,117.2404,116.9103,112.7519,114.7681,110.5425,,,,
Total_Assets,1.0,1.2,1.2,0.5,0.6,,,,
Total_Liabilities,1.6,2.9,2.0,0.1,0.1,,,,
