AAII_QTR_DATA,03/27/2022,12/26/2021,09/26/2021,06/27/2021,03/28/2021,12/27/2020,09/27/2020,06/28/2020,03/29/2020,12/29/2019,09/29/2019,06/30/2019,03/24/2019,12/23/2018,09/23/2018,06/24/2018
Current_Assets,9.0,9.9,9.5,10.4,9.0,8.7,4.9,4.9,4.0,4.1,4.8,4.5,4.9,5.2,5.1,4.7
Current_Liabilities,2.4,3.7,3.9,4.5,2.2,2.3,2.5,2.5,2.6,2.4,2.5,2.4,2.2,2.0,2.1,2.0
Diluted_EPS,0.027,0.024,0.015,0.044,0.022,0.006,0.005,0.002,-0.298,0.001,0.015,-0.055,-0.017,0.015,0.006999999999999999,0.171
Goodwill_Intangibles,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,2.2,2.2,2.2,2.2,1.5,1.5,1.5,1.6,1.6,1.6,1.6,1.6
Revenue,2.6,2.7,2.6,2.4,2.2,2.1,1.9,1.6,2.7,2.8,2.9,3.1,3.1,3.2,3.0,2.8
Shares_Diluted,18.452,18.803,18.803,21.237,18.789,18.51,16.249,15.207,15.133,15.93,15.924000000000001,15.073,15.071,15.904000000000002,15.897,19.564
Total_Assets,11.8,12.8,12.6,13.3,12.5,12.8,9.5,9.7,9.0,12.9,13.4,10.4,11.1,11.5,11.5,11.0
Total_Liabilities,4.7,6.3,6.5,7.6,7.7,8.5,9.0,9.2,8.8,8.2,8.7,6.0,5.9,6.1,6.5,4.7
