AAII_QTR_DATA,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,848.0,834.0,627.0,622.0,589.0,669.0,706.0,721.0,729.0,859.0,910.0,844.0,874.0
Current_Liabilities,309.0,295.0,296.0,295.0,275.0,340.0,368.0,371.0,382.0,795.0,778.0,779.0,392.0
Diluted_EPS,0.129,0.161,0.194,-6.944,-0.229,-2.661,-1.558,-0.233,4.558,-0.536,-0.445,0.326,-0.023
Goodwill_Intangibles,48.0,50.0,51.0,52.0,53.0,55.0,59.0,65.0,68.0,70.0,70.0,108.0,
Inventory,234.0,224.0,206.0,232.0,228.0,236.0,215.0,242.0,251.0,249.0,231.0,306.0,301.0
LT_Debt,249.0,246.0,17.0,17.0,113.0,111.0,109.0,106.0,104.0,18.0,5.0,5.0,398.0
Revenue,291.0,265.0,297.0,252.0,213.0,267.0,329.0,315.0,307.0,291.0,230.0,329.0,332.0
Shares_Diluted,100.6,80.6,77.2,64.8,43.7,43.6,43.0,43.0,43.0,42.9,42.7,43.0,42.7
Total_Assets,1534.0,1489.0,1248.0,1220.0,1160.0,1220.0,1415.0,1409.0,1431.0,1538.0,1510.0,1540.0,1573.0
Total_Liabilities,1404.0,1385.0,1171.0,1132.0,1190.0,1245.0,1316.0,1238.0,1248.0,1554.0,1513.0,1522.0,1561.0
