AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,12/31/2017,09/30/2017
Current_Assets,148.1,190.5,213.9,204.8,240.4,274.0,314.0,347.3,173.1,108.6,,,,,,,
Current_Liabilities,40.1,43.9,43.3,31.8,32.0,27.8,30.0,29.8,28.9,39.9,,,,,,,
Diluted_EPS,-0.686,-0.928,0.024,-0.681,-0.735,-0.618,-0.584,-0.626,-0.49200000000000005,-0.466,-1.4,-0.46299999999999997,-0.21600000000000005,-0.209,-0.51,-0.097,-0.241
Goodwill_Intangibles,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,,,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,58.1,58.0,29.4,29.3,29.3,26.2,29.1,29.1,29.0,23.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,2.7,1.4,31.2,,,,,,,0.0,0.0,,,,0.0,0.0,3.0
Shares_Diluted,62.7134,62.5559,62.51,62.2982,62.151,61.9811,61.8609,54.9738,61.8159,61.8159,,,,,,,
Total_Assets,205.5,248.2,269.3,261.9,299.1,333.3,371.5,405.2,226.4,156.3,,,,,,,
Total_Liabilities,139.7,144.5,113.1,111.8,112.5,105.9,109.5,109.3,105.3,110.5,,,,,,,
