AAII_QTR_DATA,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,12/31/2018,09/30/2018
Current_Assets,839.8,783.9,729.5,822.9,773.6,,,,,,
Current_Liabilities,465.5,434.1,444.8,485.2,391.9,,,,,,
Diluted_EPS,0.1,0.153,-0.441,-0.058,-0.116,-1.624,-0.377,-0.177,-0.027999999999999997,-0.802,0.029
Goodwill_Intangibles,2155.8,2207.7,2202.3,2275.1,2203.6,,,,,,
Inventory,182.5,172.9,162.9,145.4,142.0,,,,,,
LT_Debt,1603.2,1621.8,1619.8,2133.4,2192.6,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,383.0,376.6,353.1,365.3,325.4,260.9,282.7,310.4,306.0,293.4,305.8
Shares_Diluted,194.6958,194.6823,194.6642,194.6642,194.6642,,,,,,
Total_Assets,3422.0,3437.8,3384.0,3634.5,3477.2,,,,,,
Total_Liabilities,2550.5,2555.1,2559.5,3150.8,3106.2,,,,,,
