AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,230.7,224.9,202.6,189.9,350.5,343.6,251.8,247.6,235.0,215.5,222.9,230.0,240.0,238.4,232.6,219.7
Current_Liabilities,95.1,93.7,83.7,90.1,54.3,50.5,55.1,59.8,53.9,45.8,45.3,45.7,42.2,40.5,44.3,41.0
Diluted_EPS,-5.832,0.282,0.497,-0.014,0.028,0.494,0.468,0.176,0.447,0.16,0.368,-0.10300000000000001,0.29600000000000004,0.061,0.546,0.33
Goodwill_Intangibles,177.2,326.1,328.6,332.7,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,28.0,28.0,33.9,33.9
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,148.8,150.4,151.8,153.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,149.6,154.7,154.0,98.2,78.0,88.5,85.9,79.1,82.1,74.6,74.4,67.9,70.6,73.4,76.9,73.0
Shares_Diluted,18.865,18.879,18.876,18.7,18.84,16.422,15.125,15.011,14.948,15.1162,15.5595,15.9668,16.6525,16.662,16.6534,16.6582
Total_Assets,662.1,771.4,725.6,723.2,468.9,463.2,371.0,370.2,361.7,345.3,354.9,361.1,376.1,377.7,371.0,358.0
Total_Liabilities,346.1,348.2,310.0,318.7,65.8,62.6,64.1,72.2,68.1,59.9,58.2,60.3,57.6,56.3,49.7,48.0
