AAII_QTR_DATA,12/31/2019,06/30/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017
Current_Assets,19.0,30.3,28.9,24.3,22.9,19.8,21.5,15.6
Current_Liabilities,26.0,25.2,24.0,22.3,21.3,20.5,23.0,20.8
Diluted_EPS,-0.514,-0.261,-0.025,-0.021,0.277,0.012,0.122,0.08
Goodwill_Intangibles,0.0,0.0,0.1,0.2,0.4,0.6,0.8,1.0
Inventory,0.3,0.5,0.7,0.5,0.6,0.7,0.6,1.7
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,13.8,7.1,4.1,5.1,7.3,4.0,12.5,6.5
Shares_Diluted,6.9649,6.9602,6.8831,6.7936,6.9275,6.977,6.7395,13.4107
Total_Assets,40.6,41.3,41.6,38.3,37.9,35.4,37.5,35.1
Total_Liabilities,35.3,34.5,33.4,31.6,30.6,29.7,32.1,29.9
