AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,1699.2,1682.8,1725.4,1787.2,1704.7,1671.8,1631.9,1652.8,1669.5,1698.2,1661.1,1570.8,1490.7,1034.9,1006.6,913.9
Current_Liabilities,329.1,354.8,373.0,379.8,366.1,343.7,345.3,337.4,369.0,366.3,383.7,337.0,308.7,245.3,210.7,161.2
Diluted_EPS,-0.012,-0.002,-0.189,0.314,0.111,0.111,0.153,0.152,0.129,0.114,0.105,0.081,0.081,0.044000000000000004,0.243,0.041
Goodwill_Intangibles,10.4,11.4,12.2,13.1,13.7,7.4,9.1,10.5,9.8,6.9,7.1,7.4,7.1,7.4,7.9,7.3
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,329.4,356.8,406.7,430.8,428.9,377.1,433.0,407.6,399.3,378.3,387.0,351.0,315.0,249.0,229.7,187.0
Shares_Diluted,242.075,238.2563,239.5204,241.6493,241.8844,240.9584,238.9339,240.9648,237.6529,234.5562,237.4215,237.0038,234.2327,218.0311,62.6726,201.5471
Total_Assets,1940.5,1917.5,1919.2,1980.8,1883.2,1840.9,1796.9,1779.3,1803.0,1824.8,1782.6,1693.7,1613.9,1141.9,1084.6,975.6
Total_Liabilities,349.8,379.5,397.4,408.9,401.2,379.7,381.4,371.8,406.9,404.6,420.6,372.0,342.9,273.1,223.0,171.3
