AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,341.8,309.5,166.6,130.3,98.2,76.2,42.8,20.4,20.9
Current_Liabilities,306.0,388.6,27.2,27.5,25.1,21.9,30.0,16.5,12.1
Diluted_EPS,0.164,0.103,-4.142,0.7,0.179,0.024,0.111,0.013,-2.411
Goodwill_Intangibles,751.8,776.9,,,,,,,0.0
Inventory,13.0,,3.0,3.3,3.4,3.9,3.6,3.7,3.8
LT_Debt,2971.3,2894.0,657.0,657.0,657.0,657.0,624.0,580.0,493.0
Revenue,335.6,257.2,56.3,34.5,35.6,34.1,35.3,40.2,73.0
Shares_Diluted,39.329,37.426,7.492,7.492,65.176,7.492,107.492,219.71,3.7460000000000004
Total_Assets,5996.3,6013.7,1724.7,1865.9,1853.7,1842.6,1799.6,1756.4,1642.2
Total_Liabilities,7177.7,7151.5,2301.9,2350.1,2359.9,2173.6,2046.1,1683.6,1571.9
