AAII_QTR_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,112.0,68.5,73.3,65.2,61.1,63.3,146.5,143.6,133.2,122.5,115.7
Current_Liabilities,114.0,114.2,107.2,100.7,58.0,63.1,169.0,171.0,169.3,159.7,162.5
Diluted_EPS,-0.022,-0.013,-0.015,-0.015,-0.025,-0.026,0.013,0.004,0.016,-0.075,0.006
Goodwill_Intangibles,39.8,38.2,37.3,37.9,36.5,35.6,36.7,35.4,32.9,40.3,38.1
Inventory,12.7,13.7,15.4,15.7,16.0,16.3,17.2,14.8,14.4,14.3,13.1
LT_Debt,335.6,326.6,330.1,324.2,356.0,464.2,402.5,392.8,374.1,367.2,407.6
Revenue,26.9,33.2,32.8,30.4,32.2,31.8,38.6,31.2,30.1,31.9,35.7
Shares_Diluted,1679.754,1671.774,1670.315,1668.974,1557.96,1452.634,1647.734,1640.442,1632.257,1287.944,1427.8
Total_Assets,913.3,888.1,910.5,923.6,939.1,965.6,1019.8,1037.1,1044.9,1045.5,1057.8
Total_Liabilities,477.6,465.0,464.0,453.1,444.0,558.2,603.7,644.2,659.5,686.5,665.7
