AAII_QTR_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.509,0.575,0.684,0.664,0.314,0.315,0.31,0.285,0.249,0.263,0.24
Goodwill_Intangibles,1.3,1.3,1.3,1.3,1.4,1.4,1.4,1.4,1.4,1.5,1.7
Inventory,920.9,844.6,779.4,751.1,770.6,753.6,740.8,719.9,690.8,669.0,648.2
LT_Debt,255.2,233.4,220.3,234.1,327.6,251.7,250.4,245.2,216.8,208.9,207.9
Revenue,234.5,254.1,275.8,232.8,213.3,230.1,209.4,183.5,168.6,190.4,150.0
Shares_Diluted,50.993,50.963,50.876,50.692,50.646,50.618,50.597,50.724,50.605,50.724,50.778
Total_Assets,1079.9,988.8,944.6,910.2,975.2,875.5,865.8,833.0,793.0,784.0,771.0
Total_Liabilities,413.8,348.6,334.5,334.5,432.2,352.4,357.1,339.5,312.2,315.7,315.3
