AAII_QTR_DATA,09/30/2021,03/31/2021,09/30/2020,03/31/2020,09/30/2019,03/31/2019,09/30/2018,03/31/2018
Current_Assets,48.9,28.4,14.7,10.1,10.0,10.4,,
Current_Liabilities,5.6,5.0,7.7,4.7,5.7,4.5,,
Diluted_EPS,0.03,-0.021,0.151,0.034,0.108,0.044,0.101,-0.026
Goodwill_Intangibles,0.1,0.1,0.2,0.2,0.3,0.3,,
Inventory,1.1,2.0,2.8,2.4,2.5,2.8,,
LT_Debt,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,12.1,7.7,12.5,3.9,10.9,4.8,8.1,1.8
Shares_Diluted,18.711,11.6841,15.5,15.5,15.5,15.5,,
Total_Assets,69.0,50.3,31.4,23.9,24.2,22.6,,
Total_Liabilities,6.3,5.8,8.3,5.3,6.2,4.5,,
