AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,868.4,875.1,913.5,898.6,886.6,145.8,,,,,,
Current_Liabilities,267.9,244.5,228.2,204.0,182.8,166.9,,,,,,
Diluted_EPS,-1.013,-1.482,-0.665,-0.662,-0.746,-1.0,,,,-0.563,,
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,123.7,108.5,95.5,83.0,70.6,59.0,50.1,42.6,36.5,31.9,26.6,21.1
Shares_Diluted,45.0749,44.9789,49.0165,43.5599,43.5599,43.5599,,,,,,
Total_Assets,959.7,960.0,933.2,917.2,902.6,160.5,,,,,,
Total_Liabilities,317.7,297.4,229.8,205.4,184.1,168.1,,,,,,
