AAII_QTR_DATA,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018
Current_Assets,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.3,0.7,0.6,0.8,1.0,0.8
Current_Liabilities,9.9,4.9,4.8,4.5,4.3,3.9,4.6,4.4,4.1,3.1,3.2,3.2,3.6
Diluted_EPS,,-0.008,-0.017,-0.02,-0.259,0.069,-0.135,-0.12,-1.3159999999999998,-0.18,-0.129,-0.231,-0.345
Goodwill_Intangibles,5.1,,,,0.0,0.2,0.2,0.6,0.6,2.8,2.8,2.9,
Inventory,,,,,0.0,0.0,0.0,0.2,0.2,0.3,0.3,0.3,0.6
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.6
Shares_Diluted,24.5126,20.7288,20.7288,18.6219,8.9871,9.257,8.6827,8.1232,6.1361,6.3582,5.7705,5.0703,4.5239
Total_Assets,5.2,0.1,0.0,0.0,0.0,0.3,0.4,0.8,1.3,3.5,3.8,4.0,2.7
Total_Liabilities,9.9,4.9,4.8,4.5,4.3,3.9,4.6,4.4,4.1,3.1,3.3,3.3,3.7
