AAII_QTR_DATA,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,106.2,145.6,36.5,17.4,14.2,9.2,7.2,9.1,9.8,8.6,10.9,11.6
Current_Liabilities,42.7,12.1,14.1,14.8,13.2,12.2,12.8,15.5,14.8,4.5,3.6,1.0
Diluted_EPS,0.08,-0.006,-0.035,-0.049,-0.067,-0.095,-0.063,-0.076,-0.086,-0.207,-0.018000000000000002,-0.049
Goodwill_Intangibles,243.4,8.3,8.8,9.3,9.8,10.3,9.5,11.9,12.4,12.9,8.7,1.0
Inventory,27.9,15.9,9.5,7.6,6.5,4.4,5.0,5.0,5.6,4.8,4.0,3.4
LT_Debt,0.7,4.9,7.7,12.3,9.3,5.8,0.0,0.0,0.0,8.7,0.0,0.0
Revenue,44.5,24.2,16.6,12.0,9.7,4.8,2.8,3.0,4.3,1.4,0.5,1.5
Shares_Diluted,114.7854,72.279,53.8162,47.7901,46.2477,46.6306,45.7676,45.4162,44.5779,37.2898,34.2476,32.4543
Total_Assets,381.1,179.4,67.1,47.4,43.7,41.1,40.7,46.0,47.9,43.6,22.3,15.2
Total_Liabilities,45.8,19.0,24.3,29.9,25.4,21.8,17.4,20.2,19.6,14.1,3.6,1.0
