AAII_QTR_DATA,07/03/2022,04/03/2022,01/02/2022,10/03/2021,07/04/2021,04/04/2021,01/03/2021,09/27/2020,06/28/2020,03/29/2020,12/29/2019
Current_Assets,162.5,149.7,156.9,164.0,146.8,171.0,,,,,
Current_Liabilities,517.3,495.2,526.2,493.6,1047.9,499.9,,,,,
Diluted_EPS,-0.023,0.021,0.008,-0.034,-0.105,-0.019,,,-0.077,-0.07,
Goodwill_Intangibles,2052.5,2090.7,2097.8,2083.4,2099.3,2107.5,,,,,
Inventory,47.4,41.0,34.9,36.1,38.5,38.0,,,,,
LT_Debt,686.0,680.7,680.3,682.7,626.4,1167.0,0.0,0.0,0.0,0.0,0.0
Revenue,375.2,372.5,370.6,342.8,349.2,321.8,325.6,290.2,245.0,261.2,265.3
Shares_Diluted,167.367,169.485,167.2462,166.0335,163.5955,163.5955,,,,,
Total_Assets,3099.9,3133.3,3145.3,3102.7,3093.6,3116.7,,,,,
Total_Liabilities,1893.0,1883.1,1913.7,1875.1,2365.2,2429.5,,,,,
