AAII_QTR_DATA,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,79.1,72.9,71.0,66.5,63.7,66.8,66.7,63.4,61.4,59.7,68.6,71.6
Current_Liabilities,16.7,13.9,13.9,14.7,14.7,16.1,17.5,17.2,17.6,14.4,23.2,13.7
Diluted_EPS,0.544,0.127,0.374,-0.158,-0.819,0.28,0.64,0.561,0.795,0.23,0.722,0.624
Goodwill_Intangibles,109.5,109.5,109.3,109.3,110.7,114.5,114.3,114.3,114.3,114.3,114.1,108.8
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,15.0,15.0,20.0
Revenue,28.0,22.3,28.8,24.1,16.9,26.1,31.8,31.3,32.2,27.8,32.9,31.6
Shares_Diluted,5.917,5.913,5.883,5.869,5.868,5.866,5.816,5.834,5.843999999999999,5.841,5.817,5.822
Total_Assets,252.8,247.4,246.5,243.2,243.1,251.5,252.4,249.0,247.2,245.5,248.5,242.6
Total_Liabilities,58.3,55.5,55.9,54.9,54.5,58.6,60.0,58.6,58.6,60.1,63.5,58.4
