AAII_QTR_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.566,0.596,0.543,0.538,0.351,0.45,0.43,0.462,0.337,0.41,0.436
Goodwill_Intangibles,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,15.3,12.9,12.9,13.0,13.0,13.0,12.9,12.9,12.9,12.9,13.2
Revenue,8.6,9.0,8.1,8.2,7.8,7.9,7.9,8.3,7.7,7.8,7.5
Shares_Diluted,5.3224,5.3047,5.2858,5.2632,5.2452,5.2292,5.2122,5.197,5.1803,5.1622,5.1468
Total_Assets,937.5,918.2,868.9,823.0,751.7,738.0,729.2,679.5,706.7,720.3,694.5
Total_Liabilities,859.4,840.9,793.9,750.1,681.1,669.1,661.9,613.9,643.1,657.7,633.6
