AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.746,0.782,0.641,0.808,0.826,0.828,0.782,0.693,0.5760000000000001,0.51,0.611,0.652,0.58,0.5670000000000001,0.569,0.601
Goodwill_Intangibles,23.6,23.7,23.8,23.9,24.0,23.9,23.8,23.7,23.5,23.5,23.5,23.6,23.6,23.7,23.7,23.8
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,25.1,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.3,25.3,25.3,22.9,20.0,20.0
Revenue,30.6,28.9,28.4,29.8,29.7,27.7,28.4,27.3,28.0,28.2,28.4,28.0,27.2,26.2,26.0,24.5
Shares_Diluted,16.054,16.083,16.076,16.085,16.0845,16.03,15.9805,15.9455,15.9115,15.9412,15.9433,15.4408,15.4118,15.4044,15.3991,15.4044
Total_Assets,3991.2,4156.4,4028.0,4071.1,3896.2,3903.7,3688.6,3777.7,3547.2,3291.3,3184.3,3112.8,3005.8,2984.9,2988.3,2953.2
Total_Liabilities,3634.7,3799.2,3656.8,3710.9,3543.2,3561.3,3354.2,3452.0,3229.5,2981.9,2882.5,2820.6,2721.1,2708.3,2718.8,2688.4
