AAII_QTR_DATA,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,925.0,1053.2,1711.3,1126.2,1223.4,1135.9,1115.9,1279.4
Current_Liabilities,4952.5,4689.8,2732.2,5186.9,5354.9,2371.7,2179.5,2224.3
Diluted_EPS,-2.713,-1.527,-4.6,-0.589,-4.966,-0.908,0.159,0.056
Goodwill_Intangibles,510.7,514.5,505.5,512.6,515.7,507.3,513.8,441.5
Inventory,86.7,88.7,88.3,92.4,90.7,92.9,90.4,94.6
LT_Debt,1451.0,1946.8,3984.3,1320.1,1282.0,4157.3,3380.8,3464.3
Revenue,236.4,943.9,1152.7,1202.0,1116.1,1150.8,1291.9,1231.2
Shares_Diluted,82.6,82.6,82.6,82.6,82.6,82.6,82.6,82.6
Total_Assets,6573.2,7005.1,7273.9,7456.9,7612.8,7959.6,7118.6,7314.1
Total_Liabilities,6723.2,6939.3,7066.6,6866.3,6954.6,6878.3,5948.2,6098.7
