AAII_QTR_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,7.287,8.774,8.074,7.649,-3.71,6.002,4.196,2.901,3.495,0.071,5.606
Goodwill_Intangibles,10.1,9.8,9.9,10.0,10.1,10.3,10.4,10.5,10.7,10.8,10.9
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,68.8,69.4,64.0,53.8,44.8,48.8,47.5,41.6,35.3,39.0,45.3
Shares_Diluted,1.897,1.896,1.895,1.895,1.89,1.896,1.895,1.896,1.896,1.9,1.897
Total_Assets,295.5,282.9,289.7,279.9,254.1,263.9,266.1,256.5,253.0,244.3,266.6
Total_Liabilities,82.7,82.5,76.8,81.4,70.5,72.5,70.2,68.2,70.3,68.6,71.0
