AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,231.5,217.9,227.0,211.8,201.8,185.2,174.3,129.0,117.7,111.4,125.6,80.8,76.1,85.1,71.1,0.0
Current_Liabilities,88.2,76.8,82.0,81.0,84.5,74.0,68.2,66.2,66.1,54.8,59.9,56.7,50.4,52.3,66.4,8.0
Diluted_EPS,0.066,0.001,0.388,0.094,0.154,0.075,0.136,0.193,-0.049,-0.156,-0.045,-0.12300000000000001,-0.106,-0.17300000000000001,-0.935,0.501
Goodwill_Intangibles,52.0,53.2,54.4,55.7,56.9,58.2,59.4,60.8,44.7,45.5,46.3,47.9,49.4,50.1,51.6,
Inventory,23.2,22.7,25.0,29.5,28.1,29.7,27.8,29.9,28.6,26.4,22.9,20.2,18.7,18.0,13.3,
LT_Debt,69.0,69.9,70.8,72.5,56.8,63.4,64.5,99.6,105.3,105.1,97.5,98.0,87.8,85.7,49.2,0.0
Revenue,121.4,98.1,128.6,113.8,123.2,102.6,106.8,100.8,69.0,61.7,74.6,64.3,64.9,57.1,193.4,
Shares_Diluted,132.6006,132.8052,133.3526,133.8502,133.9884,133.452,131.1984,108.4898,104.7147,104.4869,97.8149,92.2769,90.6474,90.6041,69.3185,9.8506
Total_Assets,456.4,436.3,443.3,370.4,355.6,319.2,294.5,246.4,216.5,208.3,220.7,174.6,168.1,176.5,163.7,316.3
Total_Liabilities,202.0,193.0,201.2,181.2,176.6,161.9,148.4,181.0,180.7,168.0,165.1,161.8,144.9,143.9,116.6,13.1
