AAII_QTR_DATA,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,1.6,1.2,1.1,0.8,0.8,0.9,0.9,,,,
Current_Liabilities,5.8,4.1,4.0,3.4,2.5,2.1,1.6,,,,
Diluted_EPS,-0.003,-0.003,-0.002,-0.001,-0.001,-0.002,-0.001,-0.001,-0.001,-0.001,0.0
Goodwill_Intangibles,1.4,1.4,1.4,0.1,0.1,0.1,0.1,,,,
Inventory,0.9,0.8,0.9,0.7,0.7,0.7,0.8,,,,
LT_Debt,2.5,2.7,2.8,2.0,2.0,2.0,1.8,0.0,0.0,0.0,0.0
Revenue,0.5,1.3,0.5,0.2,0.3,0.4,0.2,0.1,0.5,1.1,0.3
Shares_Diluted,829.0278,829.0278,805.2635,742.9531,786.308,786.308,710.8686,,,,
Total_Assets,4.4,3.6,3.5,2.0,1.7,1.8,1.4,,,,
Total_Liabilities,9.5,7.6,7.6,6.2,5.1,4.7,3.7,,,,
