AAII_QTR_DATA,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,39.4,33.5,22.5,17.7,19.5,21.9,16.0,19.6,19.4,19.2
Current_Liabilities,47.6,45.3,65.8,47.8,41.3,45.4,37.2,34.2,37.0,31.8
Diluted_EPS,-0.121,-0.148,-0.127,-0.146,-0.152,-0.19,-0.21,-0.194,-0.126,-0.19899999999999998
Goodwill_Intangibles,46.5,43.8,31.6,32.9,32.1,33.5,34.8,36.6,38.4,44.0
Inventory,2.8,,,,,,,,0.0,0.0
LT_Debt,20.9,15.8,3.0,13.3,12.4,4.9,14.6,15.0,8.1,8.5
Revenue,19.1,14.6,10.5,9.9,9.7,9.6,9.5,9.2,9.0,8.0
Shares_Diluted,72.3561,69.035,59.1663,58.6527,57.9272,55.8913,52.3199,52.1316,51.9848,51.9495
Total_Assets,91.2,81.0,57.6,54.1,55.0,58.7,53.9,58.9,59.8,64.8
Total_Liabilities,75.8,67.8,68.9,61.2,56.9,54.5,52.1,49.4,45.1,40.3
