AAII_QTR_DATA,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,142.9,149.5,142.8,145.4,90.0,87.7,92.6,114.9,105.2
Current_Liabilities,288.2,301.6,310.2,139.8,157.6,149.3,140.6,123.0,113.5
Diluted_EPS,10.009,20.25,-66.726,6.606,-0.008,10.583,4.725,20.435,-6.582999999999999
Goodwill_Intangibles,75.7,75.3,78.8,67.4,67.2,67.8,67.8,68.2,68.3
Inventory,2.9,3.0,4.0,4.7,4.7,5.2,6.5,7.5,6.6
LT_Debt,76.1,77.9,80.6,263.2,264.9,265.8,264.3,240.0,245.4
Revenue,101.8,96.5,135.7,158.4,160.2,168.3,181.9,195.3,203.6
Shares_Diluted,2.1082,2.0971,2.0664,2.0594,2.04,2.0763,2.0778,2.0772,2.0815
Total_Assets,983.6,988.8,947.6,1139.3,1154.0,1154.7,1128.7,1029.5,974.0
Total_Liabilities,445.4,466.3,468.4,523.0,552.4,552.3,547.3,459.0,445.6
