AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,356.9,368.1,404.7,420.3,436.8,132.1,138.9,91.7,,,,
Current_Liabilities,100.3,108.6,110.2,114.1,141.4,122.3,156.5,120.4,,,,
Diluted_EPS,-0.088,-0.211,-0.077,0.036,-0.228,-0.038,-0.135,-0.007,0.011000000000000001,-0.022000000000000002,-0.513,-0.344
Goodwill_Intangibles,3.7,3.8,3.5,3.1,2.4,2.1,1.6,1.8,,,,
Inventory,158.0,153.1,150.7,130.3,102.3,77.5,72.3,62.6,,,,
LT_Debt,76.3,76.2,76.0,71.7,71.6,115.7,80.8,48.8,0.0,0.0,0.0,0.0
Revenue,131.2,128.8,140.8,120.2,117.6,112.2,105.2,86.4,74.8,62.7,59.2,102.5
Shares_Diluted,175.4919,173.8646,172.5541,177.0114,108.7625,185.0563,185.0563,185.0563,,,,
Total_Assets,439.6,434.1,438.8,449.3,462.7,150.9,151.9,104.0,,,,
Total_Liabilities,233.4,217.0,192.1,195.4,220.8,249.8,246.7,176.9,,,,
