AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,3010.0,2889.0,2911.0,3244.0,3126.0,3158.0,3177.0,3293.0,2927.0,3374.0,3453.0,3924.0
Current_Liabilities,1383.0,1300.0,1332.0,1524.0,1243.0,1364.0,1362.0,1416.0,1426.0,1644.0,1672.0,3380.0
Diluted_EPS,0.082,-1.143,-2.3,-1.357,-1.114,-1.657,-2.857,-2.486,-8.3,-13.8,50.31,-0.818
Goodwill_Intangibles,579.0,619.0,657.0,695.0,734.0,771.0,810.0,841.0,875.0,1000.0,1353.0,0.0
Inventory,716.0,684.0,670.0,681.0,662.0,676.0,717.0,811.0,862.0,1004.0,972.0,1126.0
LT_Debt,2366.0,2416.0,2416.0,2431.0,2605.0,2602.0,2601.0,2602.0,2148.0,2149.0,2151.0,59.0
Revenue,1064.0,938.0,965.0,945.0,903.0,832.0,842.0,807.0,821.0,1215.0,1246.0,1314.0
Shares_Diluted,73.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,104.4126,1004.0
Total_Assets,4735.0,4684.0,4774.0,5148.0,5160.0,5295.0,5434.0,5664.0,5409.0,6165.0,7293.0,6324.0
Total_Liabilities,4269.0,4288.0,4302.0,4527.0,4434.0,4508.0,4527.0,4577.0,4142.0,4346.0,4413.0,11586.0
