AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Current_Liabilities,4.7,4.9,4.8,4.7,4.8,4.8,4.9,4.8,4.8
Diluted_EPS,-0.006,-0.023,-0.007,0.002,0.001,-0.001,0.013,0.018,-0.006
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,5.4093,5.4088,5.4088,5.4088,5.4088,5.4088,5.4088,5.4088,5.4088
Total_Assets,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2
Total_Liabilities,4.8,4.9,4.8,4.7,4.8,4.8,5.0,4.8,4.8
