AAII_QTR_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.25,0.322,0.001,0.12,0.25,0.2,0.45,0.242,0.22,0.305,0.006,0.25
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,10.8,43.6,12.2,72.1,6.5,12.9,6.9,0.0,10.3,16.5,10.3,10.3
Revenue,4.3,4.2,3.9,3.9,4.0,3.9,4.0,4.1,3.9,3.9,4.0,3.8
Shares_Diluted,3.288,3.368,3.2084,3.317,3.264,3.165,3.266,,3.1860000000000004,3.175,3.219,3.148
Total_Assets,444.4,476.8,469.5,510.1,355.4,357.9,341.1,,360.0,351.2,307.2,319.5
Total_Liabilities,404.2,437.7,431.8,472.6,318.3,321.1,305.3,,326.4,318.0,274.9,287.0
