AAII_QTR_DATA,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018
Current_Assets,31.5,37.9,39.9,44.4,0.2,0.3,0.1,3.6,0.1,0.3,0.2,0.3
Current_Liabilities,10.4,10.5,7.0,9.2,0.7,0.4,0.5,6.4,0.3,0.5,0.4,0.3
Diluted_EPS,-0.28,0.479,-0.459,0.382,-0.084,-0.097,-0.057,0.167,-0.022000000000000002,-0.068,-0.028999999999999998,-0.095
Goodwill_Intangibles,235.0,236.6,235.0,236.4,,,,0.6,,,0.0,0.0
Inventory,0.4,0.3,0.2,0.3,,,,0.2,,,0.0,0.0
LT_Debt,0.6,0.6,1.6,1.5,2.8,2.7,2.2,0.0,0.3,0.0,0.0,0.0
Revenue,11.1,11.8,10.9,34.3,,,,33.6,,,0.0,0.0
Shares_Diluted,17.8928,18.7529,17.8703,17.5418,4.0697,4.0431,4.0112,17.5418,3.8004,3.7986,3.7896,3.7717
Total_Assets,281.9,286.0,284.5,289.1,48.7,48.7,48.5,14.4,95.8,118.9,118.5,118.0
Total_Liabilities,20.3,23.0,33.1,30.0,3.5,3.2,2.8,11.9,0.6,0.5,0.4,0.3
