AAII_QTR_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.646,0.707,0.612,0.345,0.208,0.36,0.32,0.289,0.239,0.253,0.26
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,12.1,14.0,17.5,17.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4
Revenue,26.6,28.3,25.2,22.0,21.7,21.2,22.4,20.3,18.3,18.2,17.4
Shares_Diluted,13.8992,13.7042,13.7946,13.8173,14.0758,14.1084,13.9864,13.914,13.8776,13.749,12.1027
Total_Assets,2091.9,1876.6,1879.0,1822.4,1507.8,1427.6,1311.4,1234.2,1123.8,1105.1,1072.9
Total_Liabilities,1924.8,1717.3,1729.7,1680.3,1371.8,1294.3,1183.6,1111.0,1005.2,990.5,966.2
