AAII_QTR_DATA,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,68.5,70.4,25.5,20.1,21.3,21.8,10.4,11.9,11.8,6.1,6.7,7.5
Current_Liabilities,4.4,3.1,3.2,3.7,3.8,3.6,3.8,4.3,3.3,2.3,2.0,2.0
Diluted_EPS,-0.174,-0.135,-0.095,-0.094,-0.107,-0.133,-0.108,-0.08,-0.209,-0.111,-0.111,-0.13
Goodwill_Intangibles,0.3,0.3,0.4,0.5,0.5,0.5,,,,,,
Inventory,3.6,3.3,3.2,3.5,3.6,3.7,3.2,3.2,2.5,2.0,2.1,2.5
LT_Debt,17.5,24.5,21.3,17.7,17.4,16.8,2.1,1.9,1.9,3.6,3.5,3.3
Revenue,3.4,4.0,3.7,3.5,2.5,3.1,3.2,2.9,5.1,2.5,2.3,1.8
Shares_Diluted,21.5234,18.8528,16.73,15.7244,15.5042,15.4383,15.1873,14.0535,13.2656,11.0441,10.9282,11.007
Total_Assets,72.3,74.3,29.5,21.8,23.0,23.6,11.9,13.4,13.3,7.6,7.9,8.7
Total_Liabilities,24.4,30.3,27.1,21.7,21.7,20.8,7.3,7.4,6.4,7.2,6.3,6.2
