AAII_QTR_DATA,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,256.5,304.6,309.6,297.5,196.8,200.4,213.1,200.6,194.6,187.3
Current_Liabilities,138.9,134.1,150.0,146.5,132.3,123.2,125.6,128.2,103.1,107.8
Diluted_EPS,-0.108,0.009,-0.071,-0.179,0.062,-0.033,0.085,0.02,0.14300000000000002,-0.023
Goodwill_Intangibles,386.3,381.7,359.8,360.5,370.5,365.1,374.5,373.0,360.9,367.7
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,130.0,180.0,180.0,180.0,100.0,110.0,110.0,110.0,110.0,110.0
Revenue,116.0,112.4,110.6,111.7,111.7,108.2,108.2,106.4,104.8,102.4
Shares_Diluted,42.751,42.771,42.076,41.823,42.092,41.487,41.814,41.625,41.739,39.689
Total_Assets,778.6,814.3,793.1,780.6,694.9,679.4,669.2,659.9,617.7,615.2
Total_Liabilities,345.6,391.8,400.8,397.7,299.0,304.5,289.9,285.6,256.9,265.9
